Customer_ID,Age,Monthly_Income,Monthly_Spending,Number_of_Purchases,Website_Visits,Support_Calls,Payment_Method,Region,Previous_Campaign_Response,Churn
C0064,21,1241.09,210.78,8,10,3,Mobile Money,Matabeleland North,No,No
C0475,48,1795.77,169.28,9,13,3,Cash,Mashonaland Central,Yes,Yes
C0098,38,1607.1,177.87,9,15,2,Card,Matabeleland North,No,No
C0408,52,1355.4,86.04,7,8,1,Card,Midlands,No,No
C0172,41,494.66,111.11,5,11,2,Cash,Bulawayo,No,No
C0273,32,1834.72,480.43,10,10,0,Card,Matabeleland South,Yes,No
C0329,29,350.0,490.88,3,20,3,Card,Matabeleland South,No,No
C0109,40,1339.74,488.73,10,17,4,Cash,Matabeleland North,No,No
C0033,43,377.52,385.01,11,6,1,Mobile Money,Matabeleland South,No,No
C0125,42,576.58,379.83,4,13,4,Bank Transfer,Matabeleland South,No,No
C0183,46,1313.88,118.71,10,10,5,Cash,Midlands,Yes,No
C0257,43,1169.17,336.57,8,14,5,Mobile Money,Mashonaland West,Yes,No
C0099,24,1002.53,308.33,4,18,5,Card,Harare,No,No
C0438,18,1148.07,227.58,3,9,3,Cash,Matabeleland North,Yes,No
C0093,18,1723.51,118.28,10,16,2,Mobile Money,Masvingo,No,No
C0039,40,1168.1,145.54,5,10,1,Cash,Bulawayo,No,No
C0133,43,1813.28,121.92,6,15,1,Mobile Money,Masvingo,No,No
C0096,55,649.18,143.63,6,13,5,Cash,Mashonaland East,No,No
C0354,43,966.8,296.57,8,5,1,Mobile Money,Mashonaland East,Yes,Yes
C0036,42,1317.55,150.39,5,10,0,Bank Transfer,Matabeleland South,No,No
C0265,36,1399.47,334.67,5,14,5,Mobile Money,Matabeleland South,Yes,No
C0340,18,1298.06,361.92,6,13,5,Card,Masvingo,Yes,No
C0086,23,1303.33,260.26,5,9,1,Card,Mashonaland East,No,Yes
C0370,27,792.72,43.36,4,6,3,Bank Transfer,Harare,No,No
C0215,36,819.33,244.18,6,13,6,,Mashonaland Central,No,Yes
C0270,35,1894.2,335.7,11,13,1,Mobile Money,Harare,No,No
C0222,29,1585.93,410.65,4,11,2,Mobile Money,Masvingo,No,No
C0230,33,881.48,428.21,7,9,2,Mobile Money,Mashonaland West,No,No
C0034,46,1518.32,306.62,9,11,1,Card,Mashonaland Central,Yes,No
C0278,45,925.72,199.46,6,10,4,Card,Mashonaland East,Yes,Yes
C0196,20,1630.01,304.59,7,9,4,Card,Harare,No,No
C0216,36,1288.09,286.43,4,17,3,Card,Mashonaland West,No,Yes
C0460,29,723.92,483.88,12,10,1,Mobile Money,Manicaland,No,No
C0365,45,1152.24,196.11,7,8,3,Card,Matabeleland North,Yes,No
C0360,25,1596.86,,10,14,5,Cash,Mashonaland Central,No,No
C0271,42,783.21,176.14,4,14,5,Bank Transfer,Mashonaland West,Yes,No
C0446,37,1176.98,404.24,5,13,6,Card,Matabeleland North,Yes,No
C0070,37,1672.86,84.03,9,12,2,Card,Midlands,No,No
C0090,42,883.83,148.33,10,11,3,Card,Masvingo,Yes,No
C0003,18,706.79,329.88,5,11,3,Mobile Money,Mashonaland West,Yes,No
C0020,21,1094.28,215.37,6,15,2,Bank Transfer,Mashonaland West,No,No
C0068,38,1699.55,303.44,8,12,3,Bank Transfer,Mashonaland West,No,No
C0189,18,2055.42,275.28,3,14,2,Mobile Money,Mashonaland East,No,No
C0474,46,1833.46,321.39,6,13,3,Cash,Matabeleland South,No,No
C0308,18,1520.53,305.39,8,9,4,Mobile Money,Mashonaland Central,No,No
C0253,32,914.64,293.5,11,16,4,Card,Midlands,Yes,No
C0335,23,1312.81,282.73,3,12,3,Mobile Money,Manicaland,No,Yes
C0044,49,1612.31,177.73,6,10,1,Cash,Masvingo,No,No
C0399,37,1827.69,115.83,9,10,4,Mobile Money,Harare,No,No
C0321,27,1132.17,305.35,6,9,2,Cash,Midlands,Yes,No
C0067,29,1776.3,278.18,2,7,4,Bank Transfer,Manicaland,No,Yes
C0162,64,744.52,226.54,9,13,3,Card,Matabeleland North,No,No
C0213,44,1035.33,161.65,3,16,0,Cash,Mashonaland West,No,No
C0429,42,831.57,244.03,3,9,3,Cash,Manicaland,No,No
C0165,62,1129.38,230.02,9,14,2,Mobile Money,Harare,Yes,No
C0318,36,1253.42,494.26,9,10,3,Cash,Harare,Yes,No
C0277,33,588.86,162.71,9,16,4,Mobile Money,Mashonaland West,No,Yes
C0195,37,1458.47,231.33,8,10,3,Card,Matabeleland South,Yes,Yes
C0430,65,350.0,524.32,9,7,3,Card,Manicaland,No,No
C0442,40,933.38,372.6,9,11,4,Mobile Money,Masvingo,No,Yes
C0392,18,931.4,264.83,7,12,0,Cash,Mashonaland Central,No,No
C0015,37,1474.73,79.87,5,17,6,Cash,Mashonaland West,No,No
C0252,34,1338.51,57.13,4,14,3,Cash,Matabeleland North,Yes,No
C0397,32,892.54,229.77,6,9,2,Mobile Money,Bulawayo,No,Yes
C0466,50,1546.45,244.84,9,18,2,Mobile Money,Mashonaland East,No,No
C0140,18,1115.82,201.94,7,16,1,Card,Harare,Yes,No
C0076,40,625.95,90.41,7,9,3,Mobile Money,Matabeleland North,No,No
C0080,33,1060.64,263.97,4,15,2,Card,Harare,No,No
C0023,33,1934.13,398.69,6,8,3,Mobile Money,Matabeleland North,No,No
C0059,48,683.51,349.23,12,7,1,Mobile Money,Bulawayo,Yes,No
C0102,35,1144.33,335.79,5,10,2,Card,Mashonaland Central,Yes,Yes
C0366,29,1621.08,223.9,7,13,2,Card,Manicaland,Yes,No
C0289,40,592.57,389.06,4,9,0,Mobile Money,Harare,No,Yes
C0477,39,1184.99,386.26,6,8,1,Card,Matabeleland North,Yes,No
C0074,29,1254.12,274.94,7,14,5,Card,Bulawayo,No,Yes
C0260,21,1701.96,307.68,7,5,2,Cash,Mashonaland East,No,Yes
C0312,41,,324.86,3,10,2,Card,Matabeleland South,No,No
C0160,42,1443.43,30.0,3,9,3,Cash,Mashonaland East,No,No
C0217,28,1863.03,358.19,4,12,3,Mobile Money,Mashonaland West,Yes,No
C0292,26,1434.62,305.76,8,10,2,Mobile Money,Midlands,No,No
C0227,28,1179.98,452.26,8,13,3,Card,Mashonaland Central,Yes,No
C0050,67,357.31,126.3,5,13,3,Bank Transfer,Mashonaland East,No,No
C0153,34,1282.8,288.23,10,7,2,Cash,Midlands,No,No
C0138,53,1649.15,348.19,8,9,5,Mobile Money,Masvingo,No,No
C0422,50,1753.24,361.62,6,12,1,Card,Matabeleland North,No,No
C0293,40,1150.37,157.04,15,14,2,Cash,Mashonaland West,No,No
C0004,49,690.93,362.85,6,20,2,Card,Manicaland,No,No
C0449,36,1144.47,120.52,11,7,2,Card,Matabeleland North,No,No
C0246,42,1304.83,324.11,9,7,2,Card,Mashonaland East,No,No
C0297,38,1123.46,220.36,6,13,2,Cash,Mashonaland East,No,No
C0485,23,382.16,240.54,7,8,3,Cash,Mashonaland East,Yes,Yes
C0489,28,575.97,285.07,7,14,2,Card,Bulawayo,No,No
C0327,24,772.43,138.27,2,10,4,Mobile Money,Manicaland,Yes,No
C0352,49,2037.83,331.38,4,11,4,Mobile Money,Harare,Yes,No
C0362,29,1746.16,30.0,16,4,5,Mobile Money,Mashonaland East,No,No
C0149,35,541.29,285.65,1,10,1,Mobile Money,Midlands,No,No
C0414,32,1369.2,30.0,6,23,1,Cash,Masvingo,No,Yes
C0464,18,1043.15,364.65,7,9,0,Card,Matabeleland North,No,No
C0048,27,1639.58,200.88,5,16,0,Mobile Money,Midlands,No,No
C0496,18,1419.94,285.44,6,10,1,Card,Midlands,Yes,No
C0202,39,1004.81,320.61,9,13,3,Card,Midlands,No,Yes
C0251,44,1382.52,445.24,8,13,2,Bank Transfer,Masvingo,No,Yes
C0018,40,1389.98,197.17,9,7,1,Bank Transfer,Matabeleland South,No,No
C0317,26,1427.35,340.2,10,17,3,Card,Harare,No,No
C0113,36,847.42,185.46,7,8,3,Card,Harare,No,No
C0325,32,1135.6,101.69,8,7,0,Cash,Mashonaland Central,No,No
C0026,53,1544.77,361.87,10,12,3,Bank Transfer,Manicaland,No,No
C0295,44,1633.54,214.58,6,9,3,Bank Transfer,Matabeleland North,Yes,No
C0305,36,,372.09,8,14,1,Bank Transfer,Mashonaland East,No,No
C0418,42,1590.26,225.7,9,13,3,Mobile Money,Mashonaland West,No,No
C0405,52,1321.31,166.58,8,15,0,Cash,Midlands,No,No
C0112,18,1115.63,374.38,5,10,3,Card,Matabeleland North,No,Yes
C0136,56,856.45,129.27,4,9,0,Mobile Money,Bulawayo,No,Yes
C0097,31,1566.4,210.32,8,24,2,Card,Mashonaland Central,No,No
C0264,42,2034.46,355.7,2,11,1,Mobile Money,Manicaland,Yes,No
C0250,39,838.54,131.79,10,10,0,Mobile Money,Midlands,No,No
C0481,21,1134.79,210.65,9,8,1,Mobile Money,Manicaland,Yes,No
C0028,48,1118.04,3200.0,7,18,1,Mobile Money,Mashonaland East,Yes,No
C0206,44,1534.75,258.5,10,14,1,Mobile Money,Manicaland,No,No
C0439,26,1073.36,276.28,8,9,2,Card,Mashonaland West,No,No
C0131,18,1323.04,180.64,7,14,2,Card,Mashonaland Central,No,No
C0029,23,2028.24,141.24,1,16,3,Mobile Money,Manicaland,Yes,No
C0461,54,1147.81,389.99,10,15,3,Cash,Masvingo,No,No
C0454,35,1179.34,365.01,9,18,5,Cash,Bulawayo,No,Yes
C0436,34,1284.31,127.65,9,12,0,Card,Midlands,No,No
C0413,55,1597.82,380.14,8,8,4,Card,Matabeleland South,No,No
C0117,24,1747.11,30.0,8,15,3,Card,Mashonaland Central,No,No
C0030,37,1216.42,163.7,6,14,2,Mobile Money,Masvingo,No,No
C0334,24,776.96,139.77,6,9,3,Bank Transfer,Harare,No,No
C0078,28,1181.75,117.51,8,7,5,Card,Manicaland,No,No
C0441,54,654.61,267.42,8,8,4,Card,Harare,No,No
C0283,38,1161.78,251.0,8,14,4,Mobile Money,Mashonaland West,No,Yes
C0391,48,1726.25,230.03,6,20,1,Card,Matabeleland North,Yes,No
C0258,82,959.99,160.54,8,13,6,Mobile Money,Masvingo,Yes,Yes
